No,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Base_Experience,Experience_Type,Category,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,Picture_URL,sus,amogus
556,Maractus,Maractus,5,1.0m,28.0kg,Grass,,Water Absorb,Chlorophyll,Storm Drain,Green,50,50,0,20,Grass,,255,161,1000000,Ordinary,75,86,67,106,67,60,461,https://assets.pokemon.com/assets/cms2/img/pokedex/full/556.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
557,Dwebble,Dwebble,5,0.3m,14.5kg,Bug,Rock,Sturdy,Shell Armor,Weak Armor,Red,50,50,0,20,Bug,Mineral,190,65,1000000,Ordinary,50,65,85,35,35,55,325,https://assets.pokemon.com/assets/cms2/img/pokedex/full/557.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
558,Crustle,Crustle,5,1.4m,200.0kg,Bug,Rock,Sturdy,Shell Armor,Weak Armor,Red,50,50,0,20,Bug,Mineral,75,170,1000000,Ordinary,70,105,125,65,75,45,485,https://assets.pokemon.com/assets/cms2/img/pokedex/full/558.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
559,Scraggy,Scraggy,5,0.6m,11.8kg,Dark,Fighting,Shed Skin,Moxie,Intimidate,Yellow,50,50,0,15,Ground,Dragon,180,70,1000000,Ordinary,50,75,70,35,70,48,348,https://assets.pokemon.com/assets/cms2/img/pokedex/full/559.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
560,Scrafty,Scrafty,5,1.1m,30.0kg,Dark,Fighting,Shed Skin,Moxie,Intimidate,Red,50,50,0,15,Ground,Dragon,90,171,1000000,Ordinary,65,90,115,45,115,58,488,https://assets.pokemon.com/assets/cms2/img/pokedex/full/560.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
561,Sigilyph,Sigilyph,5,1.4m,14.0kg,Psychic,Flying,Wonder Skin,Magic Guard,Tinted Lens,Black,50,50,0,20,Flying,,45,172,1000000,Ordinary,72,58,80,103,80,97,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/561.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
562,Yamask,Yamask,5,0.5m,1.5kg,Ghost,,Mummy,,,Black,50,50,0,25,Mineral,Amorphous,190,61,1000000,Ordinary,38,30,85,55,65,30,303,https://assets.pokemon.com/assets/cms2/img/pokedex/full/562.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
562,Yamask,Galarian Yamask,5,0.5m,1.5kg,Ground,Ghost,Wandering Spirit,,,Black,50,50,0,25,Mineral,Amorphous,190,61,1000000,Ordinary,38,55,85,30,65,30,303,https://assets.pokemon.com/assets/cms2/img/pokedex/full/562.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
563,Cofagrigus,Cofagrigus,5,1.7m,76.5kg,Ghost,,Mummy,,,Yellow,50,50,0,25,Mineral,Amorphous,90,169,1000000,Ordinary,58,50,145,95,105,30,483,https://assets.pokemon.com/assets/cms2/img/pokedex/full/563.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
564,Tirtouga,Tirtouga,5,0.7m,16.5kg,Water,Rock,Solid Rock,Sturdy,Swift Swim,Blue,87.5,12.5,0,30,Water1,Water3,45,71,1000000,Ordinary,54,78,103,53,45,22,355,https://assets.pokemon.com/assets/cms2/img/pokedex/full/564.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
565,Carracosta,Carracosta,5,1.2m,81.0kg,Water,Rock,Solid Rock,Sturdy,Swift Swim,Blue,87.5,12.5,0,30,Water1,Water3,45,173,1000000,Ordinary,74,108,133,83,65,32,495,https://assets.pokemon.com/assets/cms2/img/pokedex/full/565.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
566,Archen,Archen,5,0.5m,9.5kg,Rock,Flying,Defeatist,,,Yellow,87.5,12.5,0,30,Flying,Water3,45,71,1000000,Ordinary,55,112,45,74,45,70,401,https://assets.pokemon.com/assets/cms2/img/pokedex/full/566.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
567,Archeops,Archeops,5,1.4m,32.0kg,Rock,Flying,Defeatist,,,Yellow,87.5,12.5,0,30,Flying,Water3,45,177,1000000,Ordinary,75,140,65,112,65,110,567,https://assets.pokemon.com/assets/cms2/img/pokedex/full/567.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
568,Trubbish,Trubbish,5,0.6m,31.0kg,Poison,,Stench,Sticky Hold,Aftermath,Green,50,50,0,20,Mineral,,190,66,1000000,Ordinary,50,50,62,40,62,65,329,https://assets.pokemon.com/assets/cms2/img/pokedex/full/568.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
569,Garbodor,Garbodor,5,1.9m,107.3kg,Poison,,Stench,Weak Armor,Aftermath,Green,50,50,0,20,Mineral,,60,166,1000000,Ordinary,80,95,82,60,82,75,474,https://assets.pokemon.com/assets/cms2/img/pokedex/full/569.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
570,Zorua,Zorua,5,0.7m,12.5kg,Dark,,Illusion,,,Gray,87.5,12.5,0,25,Ground,,75,66,1059860,Ordinary,40,65,40,80,40,65,330,https://assets.pokemon.com/assets/cms2/img/pokedex/full/570.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
570,Zorua,Hisuian Zorua,5,0.7m,12.5kg,Normal,Ghost,Illusion,,,Gray,87.5,12.5,0,25,Ground,,75,66,1059860,Ordinary,35,60,40,85,40,70,330,https://assets.pokemon.com/assets/cms2/img/pokedex/full/570.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
571,Zoroark,Zoroark,5,1.6m,81.1kg,Dark,,Illusion,,,Gray,87.5,12.5,0,20,Ground,,45,179,1059860,Ordinary,60,105,60,120,60,105,510,https://assets.pokemon.com/assets/cms2/img/pokedex/full/571.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
571,Zoroark,Hisuian Zoroark,5,1.6m,73.0kg,Normal,Ghost,Illusion,,,Gray,87.5,12.5,0,20,Ground,,45,179,1059860,Ordinary,60,105,60,120,60,105,510,https://assets.pokemon.com/assets/cms2/img/pokedex/full/571.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
572,Minccino,Minccino,5,0.4m,5.8kg,Normal,,Cute Charm,Technician,Skill Link,Gray,25,75,0,15,Ground,,255,60,800000,Ordinary,55,50,40,40,40,75,300,https://assets.pokemon.com/assets/cms2/img/pokedex/full/572.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
573,Cinccino,Cinccino,5,0.5m,7.5kg,Normal,,Cute Charm,Technician,Skill Link,Gray,25,75,0,15,Ground,,60,165,800000,Ordinary,75,95,60,65,60,115,470,https://assets.pokemon.com/assets/cms2/img/pokedex/full/573.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
574,Gothita,Gothita,5,0.4m,5.8kg,Psychic,,Frisk,Competitive,Shadow Tag,Purple,25,75,0,20,Human-Like,,200,58,1059860,Ordinary,45,30,50,55,65,45,290,https://assets.pokemon.com/assets/cms2/img/pokedex/full/574.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
575,Gothorita,Gothorita,5,0.7m,18.0kg,Psychic,,Frisk,Competitive,Shadow Tag,Purple,25,75,0,20,Human-Like,,100,137,1059860,Ordinary,60,45,70,75,85,55,390,https://assets.pokemon.com/assets/cms2/img/pokedex/full/575.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
576,Gothitelle,Gothitelle,5,1.5m,44.0kg,Psychic,,Frisk,Competitive,Shadow Tag,Purple,25,75,0,20,Human-Like,,50,245,1059860,Ordinary,70,55,95,95,110,65,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/576.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
577,Solosis,Solosis,5,0.3m,1.0kg,Psychic,,Overcoat,Magic Guard,Regenerator,Green,50,50,0,20,Amorphous,,200,58,1059860,Ordinary,45,30,40,105,50,20,290,https://assets.pokemon.com/assets/cms2/img/pokedex/full/577.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
578,Duosion,Duosion,5,0.6m,8.0kg,Psychic,,Overcoat,Magic Guard,Regenerator,Green,50,50,0,20,Amorphous,,100,130,1059860,Ordinary,65,40,50,125,60,30,370,https://assets.pokemon.com/assets/cms2/img/pokedex/full/578.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
579,Reuniclus,Reuniclus,5,1.0m,20.1kg,Psychic,,Overcoat,Magic Guard,Regenerator,Green,50,50,0,20,Amorphous,,50,245,1059860,Ordinary,110,65,75,125,85,30,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/579.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
580,Ducklett,Ducklett,5,0.5m,5.5kg,Water,Flying,Keen Eye,Big Pecks,Hydration,Blue,50,50,0,20,Water1,Flying,190,61,1000000,Ordinary,62,44,50,44,50,55,305,https://assets.pokemon.com/assets/cms2/img/pokedex/full/580.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
581,Swanna,Swanna,5,1.3m,24.2kg,Water,Flying,Keen Eye,Big Pecks,Hydration,White,50,50,0,20,Water1,Flying,45,166,1000000,Ordinary,75,87,63,87,63,98,473,https://assets.pokemon.com/assets/cms2/img/pokedex/full/581.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
582,Vanillite,Vanillite,5,0.4m,5.7kg,Ice,,Ice Body,Snow Cloak,Weak Armor,White,50,50,0,20,Mineral,,255,61,1250000,Ordinary,36,50,50,65,60,44,305,https://assets.pokemon.com/assets/cms2/img/pokedex/full/582.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
583,Vanillish,Vanillish,5,1.1m,41.0kg,Ice,,Ice Body,Snow Cloak,Weak Armor,White,50,50,0,20,Mineral,,120,138,1250000,Ordinary,51,65,65,80,75,59,395,https://assets.pokemon.com/assets/cms2/img/pokedex/full/583.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
584,Vanilluxe,Vanilluxe,5,1.3m,57.5kg,Ice,,Ice Body,Snow Warning,Weak Armor,White,50,50,0,20,Mineral,,45,268,1250000,Ordinary,71,95,85,110,95,79,535,https://assets.pokemon.com/assets/cms2/img/pokedex/full/584.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
585,Deerling,Deerling Spring Form,5,0.6m,19.5kg,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Pink,50,50,0,20,Ground,,190,67,1000000,Ordinary,60,60,50,40,50,75,335,https://assets.pokemon.com/assets/cms2/img/pokedex/full/585.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
585,Deerling,Deerling Summer Form,5,0.6m,19.5kg,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Green,50,50,0,20,Ground,,190,67,1000000,Ordinary,60,60,50,40,50,75,335,https://assets.pokemon.com/assets/cms2/img/pokedex/full/585.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
585,Deerling,Deerling Autumn Form,5,0.6m,19.5kg,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Red,50,50,0,20,Ground,,190,67,1000000,Ordinary,60,60,50,40,50,75,335,https://assets.pokemon.com/assets/cms2/img/pokedex/full/585.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
585,Deerling,Deerling Winter Form,5,0.6m,19.5kg,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Brown,50,50,0,20,Ground,,190,67,1000000,Ordinary,60,60,50,40,50,75,335,https://assets.pokemon.com/assets/cms2/img/pokedex/full/585.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
586,Sawsbuck,Sawsbuck,5,1.9m,92.5kg,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Brown,50,50,0,20,Ground,,75,166,1000000,Ordinary,80,100,70,60,70,95,475,https://assets.pokemon.com/assets/cms2/img/pokedex/full/586.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
587,Emolga,Emolga,5,0.4m,5.0kg,Electric,Flying,Static,,Motor Drive,White,50,50,0,20,Ground,,200,150,1000000,Ordinary,55,75,60,75,60,103,428,https://assets.pokemon.com/assets/cms2/img/pokedex/full/587.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
588,Karrablast,Karrablast,5,0.5m,5.9kg,Bug,,Swarm,Shed Skin,No Guard,Blue,50,50,0,15,Bug,,200,63,1000000,Ordinary,50,75,45,40,45,60,315,https://assets.pokemon.com/assets/cms2/img/pokedex/full/588.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
589,Escavalier,Escavalier,5,1.0m,33.0kg,Bug,Steel,Swarm,Shell Armor,Overcoat,Gray,50,50,0,15,Bug,,75,173,1000000,Ordinary,70,135,105,60,105,20,495,https://assets.pokemon.com/assets/cms2/img/pokedex/full/589.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
590,Foongus,Foongus,5,0.2m,1.0kg,Grass,Poison,Effect Spore,,Regenerator,White,50,50,0,20,Grass,,190,59,1000000,Ordinary,69,55,45,55,55,15,294,https://assets.pokemon.com/assets/cms2/img/pokedex/full/590.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
591,Amoonguss,Amoonguss,5,0.6m,10.5kg,Grass,Poison,Effect Spore,,Regenerator,White,50,50,0,20,Grass,,75,162,1000000,Ordinary,114,85,70,85,80,30,464,https://assets.pokemon.com/assets/cms2/img/pokedex/full/591.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
592,Frillish,Frillish,5,1.2m,33.0kg,Water,Ghost,Water Absorb,Cursed Body,Damp,White,50,50,0,20,Amorphous,,190,67,1000000,Ordinary,55,40,50,65,85,40,335,https://assets.pokemon.com/assets/cms2/img/pokedex/full/592.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
593,Jellicent,Jellicent,5,2.2m,135.0kg,Water,Ghost,Water Absorb,Cursed Body,Damp,White,50,50,0,20,Amorphous,,60,168,1000000,Ordinary,100,60,70,85,105,60,480,https://assets.pokemon.com/assets/cms2/img/pokedex/full/593.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
594,Alomomola,Alomomola,5,1.2m,31.6kg,Water,,Healer,Hydration,Regenerator,Pink,50,50,0,40,Water1,Water2,75,165,800000,Ordinary,165,75,80,40,45,65,470,https://assets.pokemon.com/assets/cms2/img/pokedex/full/594.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
595,Joltik,Joltik,5,0.1m,0.6kg,Bug,Electric,Compound Eyes,Unnerve,Swarm,Yellow,50,50,0,20,Bug,,190,64,1000000,Ordinary,50,47,50,57,50,65,319,https://assets.pokemon.com/assets/cms2/img/pokedex/full/595.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
596,Galvantula,Galvantula,5,0.8m,14.3kg,Bug,Electric,Compound Eyes,Unnerve,Swarm,Yellow,50,50,0,20,Bug,,75,165,1000000,Ordinary,70,77,60,97,60,108,472,https://assets.pokemon.com/assets/cms2/img/pokedex/full/596.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
597,Ferroseed,Ferroseed,5,0.6m,18.8kg,Grass,Steel,Iron Barbs,,,Gray,50,50,0,20,Grass,Mineral,255,61,1000000,Ordinary,44,50,91,24,86,10,305,https://assets.pokemon.com/assets/cms2/img/pokedex/full/597.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
598,Ferrothorn,Ferrothorn,5,1.0m,110.0kg,Grass,Steel,Iron Barbs,,Anticipation,Gray,50,50,0,20,Grass,Mineral,90,171,1000000,Ordinary,74,94,131,54,116,20,489,https://assets.pokemon.com/assets/cms2/img/pokedex/full/598.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
599,Klink,Klink,5,0.3m,21.0kg,Steel,,Plus,Minus,Clear Body,Gray,0,0,100,20,Mineral,,130,60,1059860,Ordinary,40,55,70,45,60,30,300,https://assets.pokemon.com/assets/cms2/img/pokedex/full/599.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
600,Klang,Klang,5,0.6m,51.0kg,Steel,,Plus,Minus,Clear Body,Gray,0,0,100,20,Mineral,,60,154,1059860,Ordinary,60,80,95,70,85,50,440,https://assets.pokemon.com/assets/cms2/img/pokedex/full/600.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
601,Klinklang,Klinklang,5,0.6m,81.0kg,Steel,,Plus,Minus,Clear Body,Gray,0,0,100,20,Mineral,,30,260,1059860,Ordinary,60,100,115,70,85,90,520,https://assets.pokemon.com/assets/cms2/img/pokedex/full/601.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
602,Tynamo,Tynamo,5,0.2m,0.3kg,Electric,,Levitate,,,White,50,50,0,20,Amorphous,,190,55,1250000,Ordinary,35,55,40,45,40,60,275,https://assets.pokemon.com/assets/cms2/img/pokedex/full/602.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
603,Eelektrik,Eelektrik,5,1.2m,22.0kg,Electric,,Levitate,,,Blue,50,50,0,20,Amorphous,,60,142,1250000,Ordinary,65,85,70,75,70,40,405,https://assets.pokemon.com/assets/cms2/img/pokedex/full/603.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
604,Eelektross,Eelektross,5,2.1m,80.5kg,Electric,,Levitate,,,Blue,50,50,0,20,Amorphous,,30,258,1250000,Ordinary,85,115,80,105,80,50,515,https://assets.pokemon.com/assets/cms2/img/pokedex/full/604.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
605,Elgyem,Elgyem,5,0.5m,9.0kg,Psychic,,Telepathy,Synchronize,Analytic,Blue,50,50,0,20,Human-Like,,255,67,1000000,Ordinary,55,55,55,85,55,30,335,https://assets.pokemon.com/assets/cms2/img/pokedex/full/605.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
606,Beheeyem,Beheeyem,5,1.0m,34.5kg,Psychic,,Telepathy,Synchronize,Analytic,Brown,50,50,0,20,Human-Like,,90,170,1000000,Ordinary,75,75,75,125,95,40,485,https://assets.pokemon.com/assets/cms2/img/pokedex/full/606.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
607,Litwick,Litwick,5,0.3m,3.1kg,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,White,50,50,0,20,Amorphous,,190,55,1059860,Ordinary,50,30,55,65,55,20,275,https://assets.pokemon.com/assets/cms2/img/pokedex/full/607.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
608,Lampent,Lampent,5,0.6m,13.0kg,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,Black,50,50,0,20,Amorphous,,90,130,1059860,Ordinary,60,40,60,95,60,55,370,https://assets.pokemon.com/assets/cms2/img/pokedex/full/608.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
609,Chandelure,Chandelure,5,1.0m,34.3kg,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,Black,50,50,0,20,Amorphous,,45,260,1059860,Ordinary,60,55,90,145,90,80,520,https://assets.pokemon.com/assets/cms2/img/pokedex/full/609.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
610,Axew,Axew,5,0.6m,18.0kg,Dragon,,Rivalry,Mold Breaker,Unnerve,Green,50,50,0,40,Monster,Dragon,75,64,1250000,Ordinary,46,87,60,30,40,57,320,https://assets.pokemon.com/assets/cms2/img/pokedex/full/610.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
611,Fraxure,Fraxure,5,1.0m,36.0kg,Dragon,,Rivalry,Mold Breaker,Unnerve,Green,50,50,0,40,Monster,Dragon,60,144,1250000,Ordinary,66,117,70,40,50,67,410,https://assets.pokemon.com/assets/cms2/img/pokedex/full/611.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
612,Haxorus,Haxorus,5,1.8m,105.5kg,Dragon,,Rivalry,Mold Breaker,Unnerve,Yellow,50,50,0,40,Monster,Dragon,45,270,1250000,Ordinary,76,147,90,60,70,97,540,https://assets.pokemon.com/assets/cms2/img/pokedex/full/612.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
613,Cubchoo,Cubchoo,5,0.5m,8.5kg,Ice,,Snow Cloak,Slush Rush,Rattled,White,50,50,0,20,Ground,,120,61,1000000,Ordinary,55,70,40,60,40,40,305,https://assets.pokemon.com/assets/cms2/img/pokedex/full/613.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
614,Beartic,Beartic,5,2.6m,260.0kg,Ice,,Snow Cloak,Slush Rush,Swift Swim,White,50,50,0,20,Ground,,60,177,1000000,Ordinary,95,130,80,70,80,50,505,https://assets.pokemon.com/assets/cms2/img/pokedex/full/614.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
615,Cryogonal,Cryogonal,5,1.1m,148.0kg,Ice,,Levitate,,,Blue,0,0,100,25,Mineral,,25,180,1000000,Ordinary,80,50,50,95,135,105,515,https://assets.pokemon.com/assets/cms2/img/pokedex/full/615.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
616,Shelmet,Shelmet,5,0.4m,7.7kg,Bug,,Hydration,Shell Armor,Overcoat,Red,50,50,0,15,Bug,,200,61,1000000,Ordinary,50,40,85,40,65,25,305,https://assets.pokemon.com/assets/cms2/img/pokedex/full/616.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
617,Accelgor,Accelgor,5,0.8m,25.3kg,Bug,,Hydration,Sticky Hold,Unburden,Red,50,50,0,15,Bug,,75,173,1000000,Ordinary,80,70,40,100,60,145,495,https://assets.pokemon.com/assets/cms2/img/pokedex/full/617.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
618,Stunfisk,Stunfisk,5,0.7m,11.0kg,Ground,Electric,Static,Limber,Sand Veil,Brown,50,50,0,20,Water1,Amorphous,75,165,1000000,Ordinary,109,66,84,81,99,32,471,https://assets.pokemon.com/assets/cms2/img/pokedex/full/618.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
618,Stunfisk,Galarian Stunfisk,5,0.7m,20.5kg,Ground,Steel,Mimicry,,,Green,50,50,0,20,Water1,Amorphous,75,165,1000000,Ordinary,109,81,99,66,84,32,471,https://assets.pokemon.com/assets/cms2/img/pokedex/full/618.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
619,Mienfoo,Mienfoo,5,0.9m,20.0kg,Fighting,,Inner Focus,Regenerator,Reckless,Yellow,50,50,0,25,Ground,Human-Like,180,70,1059860,Ordinary,45,85,50,55,50,65,350,https://assets.pokemon.com/assets/cms2/img/pokedex/full/619.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
620,Mienshao,Mienshao,5,1.4m,35.5kg,Fighting,,Inner Focus,Regenerator,Reckless,Purple,50,50,0,25,Ground,Human-Like,45,179,1059860,Ordinary,65,125,60,95,60,105,510,https://assets.pokemon.com/assets/cms2/img/pokedex/full/620.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
621,Druddigon,Druddigon,5,1.6m,139.0kg,Dragon,,Rough Skin,Sheer Force,Mold Breaker,Red,50,50,0,30,Dragon,Monster,45,170,1000000,Ordinary,77,120,90,60,90,48,485,https://assets.pokemon.com/assets/cms2/img/pokedex/full/621.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
622,Golett,Golett,5,1.0m,92.0kg,Ground,Ghost,Iron Fist,Klutz,No Guard,Green,0,0,100,25,Mineral,,190,61,1000000,Ordinary,59,74,50,35,50,35,303,https://assets.pokemon.com/assets/cms2/img/pokedex/full/622.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
623,Golurk,Golurk,5,2.8m,330.0kg,Ground,Ghost,Iron Fist,Klutz,No Guard,Green,0,0,100,25,Mineral,,90,169,1000000,Ordinary,89,124,80,55,80,55,483,https://assets.pokemon.com/assets/cms2/img/pokedex/full/623.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
624,Pawniard,Pawniard,5,0.5m,10.2kg,Dark,Steel,Defiant,Inner Focus,Pressure,Red,50,50,0,20,Human-Like,,120,68,1000000,Ordinary,45,85,70,40,40,60,340,https://assets.pokemon.com/assets/cms2/img/pokedex/full/624.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
625,Bisharp,Bisharp,5,1.6m,70.0kg,Dark,Steel,Defiant,Inner Focus,Pressure,Red,50,50,0,20,Human-Like,,45,172,1000000,Ordinary,65,125,100,60,70,70,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/625.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
626,Bouffalant,Bouffalant,5,1.6m,94.6kg,Normal,,Reckless,Sap Sipper,Soundproof,Brown,50,50,0,20,Ground,,45,172,1000000,Ordinary,95,110,95,40,95,55,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/626.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
627,Rufflet,Rufflet,5,0.5m,10.5kg,Normal,Flying,Keen Eye,Sheer Force,Hustle,White,100,0,0,20,Flying,,190,70,1250000,Ordinary,70,83,50,37,50,60,350,https://assets.pokemon.com/assets/cms2/img/pokedex/full/627.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
628,Braviary,Braviary,5,1.5m,41.0kg,Normal,Flying,Keen Eye,Sheer Force,Defiant,Red,100,0,0,20,Flying,,60,179,1250000,Ordinary,100,123,75,57,75,80,510,https://assets.pokemon.com/assets/cms2/img/pokedex/full/628.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
628,Braviary,Hisuian Braviary,5,1.7m,43.4kg,Psychic,Flying,Keen Eye,Sheer Force,Tinted Lens,Red,100,0,0,20,Flying,,60,179,1250000,Ordinary,110,83,70,112,70,65,510,https://assets.pokemon.com/assets/cms2/img/pokedex/full/628.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
629,Vullaby,Vullaby,5,0.5m,9.0kg,Dark,Flying,Big Pecks,Overcoat,Weak Armor,Brown,0,100,0,20,Flying,,190,74,1250000,Ordinary,70,55,75,45,65,60,370,https://assets.pokemon.com/assets/cms2/img/pokedex/full/629.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
630,Mandibuzz,Mandibuzz,5,1.2m,39.5kg,Dark,Flying,Big Pecks,Overcoat,Weak Armor,Brown,0,100,0,20,Flying,,60,179,1250000,Ordinary,110,65,105,55,95,80,510,https://assets.pokemon.com/assets/cms2/img/pokedex/full/630.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
631,Heatmor,Heatmor,5,1.4m,58.0kg,Fire,,Gluttony,Flash Fire,White Smoke,Red,50,50,0,20,Ground,,90,169,1000000,Ordinary,85,97,66,105,66,65,484,https://assets.pokemon.com/assets/cms2/img/pokedex/full/631.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
632,Durant,Durant,5,0.3m,33.0kg,Bug,Steel,Swarm,Hustle,Truant,Gray,50,50,0,20,Bug,,90,169,1000000,Ordinary,58,109,112,48,48,109,484,https://assets.pokemon.com/assets/cms2/img/pokedex/full/632.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
633,Deino,Deino,5,0.8m,17.3kg,Dark,Dragon,Hustle,,,Blue,50,50,0,40,Dragon,,45,60,1250000,Ordinary,52,65,50,45,50,38,300,https://assets.pokemon.com/assets/cms2/img/pokedex/full/633.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
634,Zweilous,Zweilous,5,1.4m,50.0kg,Dark,Dragon,Hustle,,,Blue,50,50,0,40,Dragon,,45,147,1250000,Ordinary,72,85,70,65,70,58,420,https://assets.pokemon.com/assets/cms2/img/pokedex/full/634.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
